"order_item_id","pred"
30741,"1"
83221,"0"
15070,"0"
97438,"1"
66701,"1"
49784,"0"
8759,"1"
5512,"0"
66768,"0"
31624,"1"
9560,"1"
26563,"0"
4460,"1"
10710,"1"
95523,"1"
76828,"1"
28691,"0"
72524,"0"
92678,"1"
18416,"1"
95781,"1"
4595,"1"
18540,"1"
46303,"1"
13091,"1"
70833,"1"
10421,"1"
37647,"1"
9738,"1"
40627,"0"
37085,"1"
9558,"1"
7094,"1"
8364,"1"
13696,"0"
67489,"1"
73832,"1"
54432,"0"
80023,"0"
52902,"0"
82751,"1"
27633,"1"
70075,"1"
76353,"0"
60482,"1"
18014,"1"
87336,"1"
15184,"0"
10205,"1"
71804,"0"
29094,"1"
71961,"1"
69291,"0"
50232,"1"
14448,"0"
67225,"1"
69863,"1"
16552,"0"
12954,"0"
33362,"1"
64450,"1"
51916,"1"
26431,"0"
65816,"0"
18753,"0"
80129,"0"
43127,"1"
86635,"1"
88568,"0"
22703,"1"
94489,"0"
21022,"1"
67590,"0"
9403,"1"
25402,"1"
17463,"0"
44486,"1"
75662,"1"
58615,"0"
92654,"0"
4510,"0"
31299,"1"
28376,"0"
38573,"0"
11971,"1"
28162,"1"
10817,"1"
9726,"0"
42673,"1"
99712,"0"
98341,"0"
3772,"0"
60488,"1"
73835,"1"
50218,"1"
41055,"1"
75406,"1"
78504,"1"
98001,"1"
82470,"0"
91104,"0"
53948,"0"
95414,"0"
95765,"1"
87884,"1"
28598,"1"
45612,"0"
59813,"1"
37282,"1"
43186,"1"
82816,"0"
10667,"0"
72777,"0"
7912,"0"
27081,"0"
57733,"0"
74269,"0"
93601,"1"
91856,"0"
85265,"0"
5654,"1"
26222,"1"
4400,"1"
29722,"1"
35714,"0"
62999,"1"
94891,"1"
1839,"0"
3205,"0"
71042,"1"
22336,"1"
7489,"1"
56511,"1"
96038,"1"
1598,"1"
1077,"1"
19285,"1"
63127,"1"
13864,"0"
51334,"1"
27581,"0"
90708,"1"
33342,"1"
64163,"0"
51469,"1"
6765,"0"
39673,"0"
67354,"0"
51300,"1"
60457,"0"
8144,"1"
45090,"0"
88704,"0"
76577,"0"
80352,"0"
85348,"1"
62170,"1"
19204,"1"
46127,"1"
74548,"1"
6937,"1"
89755,"1"
83851,"0"
15856,"0"
53796,"0"
83489,"0"
37430,"0"
4736,"0"
14766,"0"
93421,"0"
30965,"1"
20685,"1"
41048,"0"
88808,"1"
30838,"0"
85656,"0"
56010,"1"
58018,"0"
74231,"0"
35545,"0"
93132,"0"
32859,"0"
45029,"0"
38011,"1"
55022,"1"
88734,"0"
22338,"0"
39287,"0"
55753,"1"
65307,"0"
51220,"0"
38725,"0"
28874,"0"
1367,"0"
80663,"1"
49494,"0"
86274,"1"
85286,"1"
87044,"0"
47174,"0"
66692,"1"
47779,"0"
87259,"1"
90792,"0"
