"order_item_id","return"
101857,0.763037815392481
116043,0.763037815392481
117334,0.761225118085402
129770,0
141547,0.768679120740177
108722,0.858039588899317
140452,0.858540969255431
108711,0.858039588899317
144853,0.646309587563469
102942,0.640362768777921
125936,0.64947403114119
131383,0.642152137714303
136681,0
110653,0.870218642055988
140391,0.857450716966508
108018,0.871618381001952
126392,0.858039588899317
138777,0.818838939074566
133237,0.818838939074566
135268,0.82566288254645
138561,0.822595511779529
106828,0.86090112379385
128110,0.822595511779529
105762,0.86090112379385
100390,0.596051854873656
129824,0.761643256199898
100684,0.818838939074566
127322,0.833333095910484
130027,0.640324924651271
124813,0.762560798678377
123869,0.75735929768718
129086,0.7718072455701
133249,0.765197419414598
130062,0.762560798678377
140582,0
112707,0.762560798678377
148407,0
142413,0.642229581800487
115681,0.646309587563469
119788,0.758460821618647
121096,0.832507918921156
137062,0.831960132047998
102027,0.831960132047998
113018,0.830996883681423
113359,0.830996883681423
112576,0.831960132047998
147873,0.832507918921156
140546,0.832507918921156
149454,0.848131539833373
117984,0.732643422972086
131856,0.732643422972086
109163,0.732643422972086
146274,0.738840156169106
113533,0.734869134110008
143527,0.731718002710321
131198,0.732028977609243
100074,0.737830275971118
136156,0.735380162755452
142920,0.857357654268409
101747,0.830996883681423
144383,0.831960132047998
131523,0.832507918921156
136380,0.763037815392481
120825,0.757921358929847
106328,0.763037815392481
142355,0
137531,0.85699783142316
107915,0
139062,0.85699783142316
138192,0.733120035190769
126227,0.733120035190769
130864,0.858039588899317
133357,0.745219373839803
101202,0.744895640115304
119040,0.740332778520047
110855,0.819222014509451
112511,0
122511,0.819222014509451
117177,0.819222014509451
101597,0.818838939074566
109444,0.642229581800487
109176,0.833333095910484
141395,0.751716906285972
128805,0
108605,0
132744,0.716075489440492
129058,0.716075489440492
123995,0.718838650466588
144236,0.69373828343877
147524,0.69373828343877
111917,0.718838650466588
106776,0.718838650466588
130660,0.718838650466588
148113,0.640324924651271
130474,0.640362768777921
111141,0.640362768777921
121630,0.70609055870286
100715,0.69844448986498
100243,0.69844448986498
118967,0.733120035190769
125995,0.733120035190769
119588,0.839162241045339
126406,0.839162241045339
117350,0.837189978502567
115417,0.837189978502567
110733,0.831960132047998
101241,0.848517137015416
129411,0.848517137015416
103544,0.832507918921156
119973,0.737209337083352
119258,0.736947729070652
137348,0.736947729070652
149499,0.640362768777921
137617,0.64947403114119
140148,0.763037815392481
148895,0.757921358929847
111325,0.762642404114773
128914,0.781975366550022
112173,0.799120327388226
106819,0.789751638441938
149770,0.7325228972175
116655,0.762642404114773
