order_item_id,pred2
30741,0.6681458333333332
83221,0.4143333333333334
15070,0.18302083333333333
97438,0.3110833333333333
66701,0.49708333333333327
49784,0.14568750000000003
8759,0.8275833333333331
5512,0.15164583333333334
66768,0.0034375
31624,0.8451666666666665
9560,0.8090416666666667
26563,0.21199999999999997
4460,0.7463750000000003
10710,0.7515624999999997
95523,0.7675833333333335
76828,0.7850208333333332
28691,0.6890208333333335
72524,0.3638124999999997
92678,0.8197916666666665
18416,0.8316458333333335
95781,0.7638958333333332
4595,0.8435208333333333
18540,0.8171666666666668
46303,0.871395833333333
13091,0.7987708333333334
70833,0.6009583333333333
10421,0.40099999999999975
37647,0.6188958333333331
9738,0.6061249999999998
40627,0.26581249999999995
37085,0.7079374999999998
9558,0.5539791666666666
7094,0.8031666666666668
8364,0.8065208333333335
13696,0.00125
67489,0.8253541666666669
73832,0.7847916666666666
54432,0.23295833333333335
80023,0.23483333333333345
52902,0
82751,0.831
27633,0.7025625000000002
70075,0.8255416666666666
76353,0.0024375
60482,0.7752708333333334
18014,0.8329791666666665
87336,0.18524999999999994
15184,0.24033333333333345
10205,0.7959583333333333
71804,0.16541666666666668
29094,0.8664374999999996
71961,0.6450625000000001
69291,0.009125
50232,0.7402291666666666
14448,0
67225,0.8354791666666663
69863,0.7799375000000002
16552,0.0075
12954,0.2519374999999999
33362,0.5733333333333334
64450,0.5980416666666666
51916,0.29391666666666655
26431,0.5809791666666666
65816,0.33087500000000003
18753,0.1859583333333333
80129,0.15558333333333332
43127,0.7893125000000001
86635,0.18550000000000005
88568,0.4682083333333333
22703,0.7483958333333334
94489,0.17054166666666667
21022,0.49043749999999986
67590,0.23449999999999996
9403,0.8352291666666664
25402,0.5935416666666667
17463,0.25816666666666666
44486,0.874729166666667
75662,0.7072291666666665
58615,0.3178958333333332
92654,0.47125297619047635
4510,0
31299,0.8172916666666667
28376,0
38573,0
11971,0.7356250000000002
28162,0.7516875000000003
10817,0.8214375000000003
9726,0.28622916666666665
42673,0.8270416666666667
99712,0.1763958333333333
98341,0.20074999999999993
3772,0.16435416666666672
60488,0.5438333333333334
73835,0.7872500000000001
50218,0.25999999999999995
41055,0.8174791666666669
75406,0.6093958333333332
78504,0.8167499999999994
98001,0.5355625000000002
82470,0.26091666666666663
91104,0.3085000000000001
53948,0.15010416666666662
95414,0.2396874999999999
95765,0.8132916666666667
87884,0.7854374999999998
28598,0.7453750000000001
45612,0.14758333333333332
59813,0.24208333333333334
37282,0.8015208333333335
43186,0.6785625000000002
82816,0.2230833333333334
10667,0.39752083333333355
72777,0.18035416666666662
7912,0.5087916666666669
27081,0.23902083333333335
