order_item_id,pred
100001,0.682
100002,0.3007086890031028
100003,0.20843333333333344
100004,0.8031147556410237
100005,0.06938409341549696
100006,0.5584908438551932
100007,0.45081556374556386
100008,0.6046000000000002
100009,0.6636977219046801
100010,0.0643122213727155
100011,0.05563792819344833
100012,0.27747826706297113
100013,0.559347619047619
100014,0.7231525295378084
100015,0.6147754012514566
100016,0.07651536418700204
100017,0.5608472552181156
100018,0.7052913165266107
100019,0.39009999999999995
100020,0.08303862275010707
100021,0.6432697991391678
100022,0.39080337301587303
100023,0.5728277777777778
100024,0.7231186101831193
100025,0.6780497835497837
100026,0.3198340962429197
100027,0.4975232416708802
100028,0.4653916083916085
100029,0.054159482723340015
100030,0.622785714285714
100031,0.5557285714285713
100032,0.437979761904762
100033,0.3478262171972066
100034,0.2208242467716435
100035,0.5890995710172184
100036,0.3676477458146322
100037,0.06758938644478578
100038,0.5013690229570824
100039,0.5937714285714287
100040,0.5077304511278194
100041,0.5588888888888889
100042,0.4356428571428572
100043,0.5725333333333333
100044,0.6418944911297856
100045,0.6859053196053199
100046,0.5351486869257536
100047,0.6094833333333334
100048,0.05069280641456379
100049,0.5224998640164682
100050,0.5952903846153845
100051,0.3333188755020081
100052,0.5412114922517096
100053,0.5891533851837448
100054,0.15847807946659281
100055,0.5576777777777777
100056,0.6212233278423033
100057,0.32807758620689653
100058,0.57989589699421
100059,0.5532730555981592
100060,0.5909778860299493
100061,0.5587170277050079
100062,0.35702857142857136
100063,0.5646317460317458
100064,0.07424520533334673
100065,0.44391340815213154
100066,0.5908710408608893
100067,0.5110622417853141
100068,0.42546969696969694
100069,0.5328859346615445
100070,0.5653
100071,0.3946363636363638
100072,0.3306769841269841
100073,0.41091224892980344
100074,0.3770447564238667
100075,0.49841884206920184
100076,0.24608857973765172
100077,0.38738901799954434
100078,0.2981440476190476
100079,0.5720556935817808
100080,0.6081729613733906
100081,0.5915297486195986
100082,0.21606666666666657
100083,0.6107159946359079
100084,0.5749080077504606
100085,0.16847470601094938
100086,0.5708460293159571
100087,0.6062111644813781
100088,0.20131876401714133
100089,0.14690928302850387
100090,0.394554208754209
100091,0.5608755910755909
100092,0.5824484434272146
100093,0.732744848051833
100094,0.5665440476190474
100095,0.3647354932855975
100096,0.06999896839805646
100097,0.4807004204749779
100098,0.4674875457875459
100099,0.332240710768423
100100,0.5607264353704529
100101,0.584575613697896
100102,0.5918742377333708
100103,0.22241160219339792
100104,0.46323414085914094
100105,0.46306666666666674
100106,0.7873096638655462
100107,0.5910173669467785
100108,0.49553333333333327
100109,0.5260428571428569
100110,0.6606705627705626
100111,0.5356404950441076
100112,0.8081830977857399
100113,0.7466777301024852
100114,0.4683331291350161
100115,0.5224817460317461
100116,0.5885628491417673
100117,0.11602102852383551
100118,0.6362785193018285
100119,0.4436181635004846
100120,0.20602414331261498
100121,0.4279983819604619
100122,0.700944212672518
100123,0.443531127369002
100124,0.35979850606909447
100125,0.6690171841889702
100126,0.6266403387805866
100127,0.6654732323232321
100128,0.5728769560243315
100129,0.5979694638694638
100130,0.6018921694533539
100131,0.5670389978213507
100132,0.6538497396349489
100133,0.1971159380663635
100134,0.13285238095238097
100135,0.510035294117647
100136,0.5636867970785995
100137,0.35526085137085117
100138,0.5983707521796598
100139,0.5863088235294119
100140,0.30259907084785126
100141,0.5772559884559884
100142,0.611178529657477
100143,0.3610011904761906
100144,0.2763635114208284
100145,0.07666777231361784
100146,0.6547435547410595
100147,0.5157462391921442
100148,0.6202189111189115
100149,0.6261602436627401
100150,0.2650858776358776
100151,0.3721912078777071
100152,0.5051650502723082
100153,0.3575166666666669
100154,0.40924841269841256
100155,0.30823260640069144
100156,0.5581768048422525
100157,0.524324137931034
100158,0.4794802573734591
100159,0.42938717140434685
100160,0.3504126924265353
100161,0.050288531137261
100162,0.6817917199252207
100163,0.22026774193548393
100164,0.039357475211903796
100165,0.5943238095238095
100166,0.5759646499841623
100167,0.17670266798418977
100168,0.5922409746944705
100169,0.6115000000000002
100170,0.6056283549783549
100171,0.6120005067405522
100172,0.6603010801721816
100173,0.367514227994228
100174,0.5391083333333333
100175,0.3695927140488038
100176,0.512762155388471
100177,0.4232444444444447
100178,0.4566222222222221
100179,0.6176844769859283
100180,0.6225844474153297
100181,0.238277159348588
100182,0.5259110590952657
100183,0.4140888888888889
100184,0.3573249014191638
100185,0.4664473389355744
100186,0.4247152807391615
100187,0.5676051282051283
100188,0.3837266200727675
100189,0.4943452380952381
100190,0.6282666666666666
100191,0.59787328888077
100192,0.44479047619047635
100193,0.06326973393461226
100194,0.6704666666666664
100195,0.5040303433443062
100196,0.3982707832107719
100197,0.5219040208523542
100198,0.09949190050186585
100199,0.6130569896406686
100200,0.5138094067135051
100201,0.5145428656548934
100202,0.49983304473304474
100203,0.5643833333333336
100204,0.6243355876109227
100205,0.6559968751482484
100206,0.7003162698412699
100207,0.6518521573473378
100208,0.07274505870992203
100209,0.6256555555555556
100210,0.5643564516129035
100211,0.09350197865131114
100212,0.7167000000000002
100213,0.4409888888888888
100214,0.5206654377880187
100215,0.7080817688777635
100216,0.5568777777777777
100217,0.635299659171693
100218,0.49315000000000003
100219,0.6956068285318285
100220,0.8395814851814853
100221,0.6446206349206354
100222,0.4864745903219587
100223,0.4018159284436881
100224,0.6037988636363637
100225,0.23385952315874403
100226,0.1639053670343993
100227,0.5709230576441103
100228,0.5670195402298849
100229,0.20972835458069866
100230,0.19754490545751308
100231,0.6211583717357915
100232,0.5630193151378864
100233,0.7070893088109879
100234,0.40206666666666663
100235,0.6723689990038385
100236,0.2265039215686274
100237,0.08862314506145405
100238,0.45123527028527044
100239,0.5437289430686839
100240,0.688226558985881
100241,0.7042313725490195
100242,0.5761578611825993
100243,0.4887857032117437
100244,0.7335584508628626
100245,0.44983678065014787
100246,0.43461666666666654
100247,0.13788089555583158
100248,0.6044155510729607
100249,0.8098083303026395
100250,0.739888651544534
100251,0.43541969346443
100252,0.6549947347226414
100253,0.5178702909551374
100254,0.6698421768707485
100255,0.43899698059734005
100256,0.06549604647312895
100257,0.3654516430118678
100258,0.6951498579886829
100259,0.5663388523501693
100260,0.334618192918193
100261,0.4030794090365703
100262,0.06775601180173436
100263,0.46262037037037046
100264,0.24686406968848149
100265,0.640629763678944
100266,0.4111276312576312
